query_key,query_index,query_sequence,question,native_query,label,positive,page2_gain,cross_query_duplicate_ratio,exclusive_candidate_ratio,invalid_url_count,latency_seconds,marginal_unique_candidate_count,max_jaccard,mean_jaccard,organic_count,original_need_more_search_score,page_fill_ratio,query_lexical_max,query_lexical_mean,query_lexical_rank_slope,query_lexical_tail3,query_lexical_top1,query_lexical_top3,query_lexical_top3_minus_tail3,question_duplicate_ratio,question_lexical_max,question_lexical_mean,question_lexical_rank_slope,question_lexical_tail3,question_lexical_top1,question_lexical_top3,question_lexical_top3_minus_tail3,question_native_query_count,question_unique_candidate_count,sequential_marginal_unique_candidate_count,snippet_available_ratio,tail5_exclusive_candidate_count,tail5_valid_candidate_count,text_tail3_observed_count,text_top3_observed_count,valid_candidate_count,valid_candidate_occurrence_count,within_query_duplicate_ratio
Q09/s01,9,1,Give me papers about how to rank search results by the use of LLM.,Use of LLM in ranking search results,positive,True,1,0.6666666666666666,0.3333333333333333,0,2.2967624142766,3,0.6,0.29302884615384617,10,0.4681370192307692,0.9,0.44386146664958714,0.2160492329050067,0.01536083317472015,0.33699216279286637,0.44386146664958714,0.1915295144703462,-0.14546264832252018,0.3846153846153846,0.2342559486243707,0.12244608522583608,-0.003556441823607684,0.13052821287809319,0.2342559486243707,0.13690269427055046,0.006374481392457276,5,24,9,1.0,3,5,3,3,9,10,0.09999999999999998
Q09/s02,9,2,Give me papers about how to rank search results by the use of LLM.,Influence of LLM on search result rankings,negative,False,0,0.5,0.5,0,2.5242224745452404,4,0.36363636363636365,0.19908216783216784,10,0.5203671328671329,0.8,0.24487811313658042,0.09666763172920713,0.006923862659815569,0.11499812254178556,0.11691191019197893,0.0874803664172804,-0.02751775612450516,0.3846153846153846,0.24269598217592703,0.11063335083236059,-0.00012946393108264018,0.1320004605844188,0.24269598217592703,0.13525344477118226,0.0032529841867634524,5,24,4,1.0,3,5,3,3,8,10,0.19999999999999996
Q09/s03,9,3,Give me papers about how to rank search results by the use of LLM.,Survey papers on ranking search results with Language Model,negative,False,0,0.4,0.6,0,2.56475817784667,6,0.21428571428571427,0.17015796703296704,10,0.7149210164835165,1.0,0.42272661419976953,0.1795895160679662,0.008664195573376067,0.2516619869699793,0.20942143739784458,0.1593086382976933,-0.09235334867228603,0.3846153846153846,0.2517241368059902,0.09699715305681035,-0.0033215920994419173,0.08449294364056603,0.130735700520787,0.09366360039374352,0.009170656753177492,5,24,7,1.0,3,5,3,3,10,10,0.0
Q09/s04,9,4,Give me papers about how to rank search results by the use of LLM.,Application of LLM in search result ranking,positive,True,2,0.8571428571428571,0.14285714285714285,0,2.525235205888748,1,0.6,0.3172077922077922,10,0.28897727272727264,0.7,0.46665243734041617,0.18576551101958205,-0.016324421365793942,0.18047604428064154,0.46665243734041617,0.26159293341064405,0.0811168891300025,0.3846153846153846,0.1922464729535436,0.11309165191269492,0.00018510119987167356,0.11546735005078185,0.1303902430614374,0.14241202405321043,0.026944674002428587,5,24,1,1.0,1,5,3,3,7,10,0.30000000000000004
Q09/s05,9,5,Give me papers about how to rank search results by the use of LLM.,Ranking mechanisms in Large Language Models,negative,False,0,0.4,0.6,0,5.295351929962635,3,0.15384615384615385,0.08041958041958042,7,0.3798951048951049,0.5,0.23982865326744085,0.17335825540555438,0.016540168509006827,,0.09830950107505843,0.1583373076295447,,0.3846153846153846,0.0875718925159543,0.025020540718844086,0.0031275675898555103,,0.0,0.029190630838651435,,5,24,3,1.0,2,2,0,3,5,7,0.2857142857142857
Q10/s01,10,1,"Is there any work that analyzes the scaling law of the multi-module models, such as video-text, image-text models?",Survey papers on scaling law of multi-module models,negative,False,0,0.2222222222222222,0.7777777777777778,0,1.8917726017534733,7,0.125,0.06066176470588235,10,0.7727022058823529,0.9,0.2739760300175119,0.1693658580700877,-0.013799778787833134,0.13726287020429428,0.21277355412609517,0.19893408588156813,0.06167121567727385,0.28260869565217395,0.17933868292160104,0.1077572987469553,-0.010876312568854034,0.08237242118403199,0.14487719489938267,0.13398456843137557,0.05161214724734359,5,33,9,1.0,5,5,3,3,9,10,0.09999999999999998
Q10/s02,10,2,"Is there any work that analyzes the scaling law of the multi-module models, such as video-text, image-text models?",Analysis of scaling law in video-text models,positive,True,1,0.8888888888888888,0.1111111111111111,0,2.546860560774803,1,0.5,0.20359477124183006,10,0.40838235294117653,0.9,0.2720688901166258,0.16480037314381726,-0.007129860225835326,0.16496665224364407,0.2720688901166258,0.22192003950920652,0.056953387265562455,0.28260869565217395,0.15964779714519367,0.11082316510947875,-0.0003497123159370684,0.12839786244338006,0.15931097310606435,0.13418069408749664,0.005782831644116582,5,33,8,1.0,0,5,3,3,9,10,0.09999999999999998
Q10/s03,10,3,"Is there any work that analyzes the scaling law of the multi-module models, such as video-text, image-text models?",Research on scaling law in image-text models,negative,False,0,0.5555555555555556,0.4444444444444444,0,4.1536610051989555,4,0.2,0.13125,10,0.5909375000000001,0.9,0.4350256800689899,0.258414618982169,-0.018699973821292102,0.1609916847437683,0.2992267073251694,0.329503650000623,0.1685119652568547,0.28260869565217395,0.2898516993875715,0.15820112666894554,-0.011409584104693678,0.09381508935720417,0.18912361881196094,0.19992368807757427,0.1061085987203701,5,33,5,1.0,2,5,3,3,9,10,0.09999999999999998
Q10/s04,10,4,"Is there any work that analyzes the scaling law of the multi-module models, such as video-text, image-text models?",Scaling behavior of multi-modal transformer models in video-text tasks,negative,False,0,0.1,0.9,0,2.0850897543132305,9,0.05555555555555555,0.013888888888888888,10,0.9430555555555555,1.0,0.3507087737429845,0.16304744474375168,-0.004571584625133911,0.10767466876175541,0.08059467160003933,0.1540272618242191,0.0463525930624637,0.28260869565217395,0.1845939635200747,0.0857422961994861,0.007899403321782152,0.09963288058510694,0.0,0.05097162865132912,-0.04866125193377782,5,33,9,1.0,5,5,3,3,10,10,0.0
Q10/s05,10,5,"Is there any work that analyzes the scaling law of the multi-module models, such as video-text, image-text models?",Empirical studies on the scaling laws of text-to-video generation models,negative,False,0,0.7777777777777778,0.2222222222222222,0,1.8534256629645824,2,0.5,0.18970588235294117,10,0.46463235294117644,0.9,0.41370318615738105,0.22542488389424553,-0.011711471010523312,0.17955989628152605,0.21346320806349278,0.22340111024387183,0.043841213962345776,0.28260869565217395,0.17437944230875568,0.1134404762373751,-0.010046111028595817,0.0719215784721087,0.17437944230875568,0.13652529057735888,0.06460371210525018,5,33,2,1.0,1,5,3,3,9,10,0.09999999999999998
Q11/s01,11,1,Give me all visual-LLM models that are MoE architecture,MoE architecture models in visual-LLM,positive,True,1,1.0,0.0,0,2.528915785253048,0,0.8,0.5591200466200467,10,0.198395979020979,0.9,0.323005130239556,0.223336531468875,0.00043945325105539156,0.21450519991837816,0.2904843689469195,0.1853559038889154,-0.029149296029462757,0.6590909090909092,0.24093165709806333,0.1665881918885394,0.00032779107847414875,0.1600008434360069,0.21667420675195134,0.1382581912669473,-0.0217426521690596,5,15,9,1.0,0,5,3,3,9,10,0.09999999999999998
Q11/s02,11,2,Give me all visual-LLM models that are MoE architecture,Survey papers on visual-LLM models with MoE architecture,negative,False,0,0.75,0.25,0,2.786320798099041,2,0.45454545454545453,0.36615467865467866,10,0.35353812853812855,0.8,0.357996215569678,0.11968538731220874,0.00027317390201255534,0.14561767110717433,0.2530618231725156,0.14265872566992757,-0.002958945437246757,0.6590909090909092,0.2789519681536054,0.08790483263668884,0.006596446944412366,0.14503180695601067,0.17325975888759637,0.08758800377407837,-0.057443803181932304,5,15,4,1.0,1,5,3,3,8,10,0.19999999999999996
Q11/s03,11,3,Give me all visual-LLM models that are MoE architecture,Multi-Modal Large Language Models with MoE architecture,positive,True,2,1.0,0.0,0,2.213986214250326,0,0.5454545454545454,0.47916666666666663,10,0.20833333333333337,0.8,0.29126921706321873,0.15240659168877688,0.010843086386316408,0.1705439719911907,0.2400248562608105,0.08434394684572472,-0.08620002514546599,0.6590909090909092,0.21004869088910855,0.082236463462393,-0.009324877744957617,0.047481689482872444,0.19813303453554726,0.06604434484518241,0.01856265536230997,5,15,1,1.0,0,5,3,3,8,10,0.19999999999999996
Q11/s04,11,4,Give me all visual-LLM models that are MoE architecture,Research on MoE architecture in visual-LLMs,positive,True,1,1.0,0.0,0,3.056391153484583,0,0.8,0.5541666666666667,10,0.200625,0.9,0.4006512236035683,0.22928500016583533,-0.0062720600424760135,0.2738664068296124,0.3234920141109583,0.2914704247178616,0.017604017888249224,0.6590909090909092,0.3251484617597389,0.16929831602242681,-0.0035854093313198924,0.19674160126689383,0.21191681987017974,0.20398665028949123,0.0072450490225974,5,15,0,1.0,0,5,3,3,9,10,0.09999999999999998
Q11/s05,11,5,Give me all visual-LLM models that are MoE architecture,Objectives of visual-LLM models using MoE architecture,negative,False,0,0.9,0.1,0,2.4945282489061356,1,0.5833333333333334,0.48809523809523814,10,0.3059523809523809,1.0,0.29593119769122295,0.11940326959204736,0.0011205707373453584,0.10186404782993028,0.031884759781039856,0.06555541572085422,-0.03630863210907606,0.6590909090909092,0.26534188688690624,0.10706099627616072,0.0010047414945000507,0.09133473884471566,0.028588950368336856,0.05877919543034014,-0.03255554341437552,5,15,1,1.0,1,5,3,3,10,10,0.0
Q12/s01,12,1,What papers discuss the use of transformer architecture in 3d video generation,Use of transformer model in 3D video production,negative,False,0,0.5555555555555556,0.4444444444444444,0,2.371397662907839,4,0.1875,0.10845588235294118,10,0.6011948529411765,0.9,0.19256477046701215,0.14411757486568236,-0.004337475076570711,0.11381841626037797,0.1693965190390343,0.1499049362166279,0.036086519956249924,0.2325581395348837,0.28522228459526483,0.15629083547740447,-0.0015990939463740603,0.12397626350407227,0.167478973311348,0.14820803257520748,0.02423176907113521,5,33,9,1.0,2,5,3,3,9,10,0.09999999999999998
Q12/s02,12,2,What papers discuss the use of transformer architecture in 3d video generation,Research on 3D video generation using transformer architecture,negative,False,0,0.0,1.0,0,8.00673896446824,5,0.0,0.0,7,0.5,0.5,0.3262136775220722,0.21054582893610355,-0.006346291007149553,,0.3262136775220722,0.22281936093776797,,0.2325581395348837,0.2730762664174154,0.17624971862726618,-0.005312534615332187,,0.2730762664174154,0.18652399749940948,,5,33,5,1.0,2,2,0,3,5,7,0.2857142857142857
Q12/s03,12,3,What papers discuss the use of transformer architecture in 3d video generation,Papers on transformer-based methods in 3D video generation,negative,False,0,0.5,0.5,0,2.7401620633900166,5,0.1875,0.10406454248366012,10,0.6979677287581699,1.0,0.381663806637187,0.194340446683036,-0.01126517367446596,0.22264991710980417,0.32781509420233657,0.2574791438805858,0.034829226770781624,0.2325581395348837,0.2506566164618385,0.1350310488710326,-0.01152798542572451,0.11969494409476034,0.23644161186313706,0.17946920572289457,0.059774261628134234,5,33,7,1.0,4,5,3,3,10,10,0.0
Q12/s04,12,4,What papers discuss the use of transformer architecture in 3d video generation,Transformer architecture application in 3D video creation,negative,False,0,0.5,0.5,0,3.5037763379514217,5,0.1875,0.08854166666666666,10,0.7057291666666667,1.0,0.2710284712247991,0.15171365274337814,-0.009668553610272442,0.08162237608921437,0.2710284712247991,0.1788982225220123,0.09727584643279792,0.2325581395348837,0.3024343367275243,0.17921811813724298,-0.00959479863460298,0.10342520432063079,0.3024343367275243,0.1996283454121009,0.0962031410914701,5,33,6,1.0,2,5,3,3,10,10,0.0
Q12/s05,12,5,What papers discuss the use of transformer architecture in 3d video generation,Exploration of transformer architecture for 3D video synthesis,negative,False,0,0.3333333333333333,0.6666666666666666,0,2.780362091958523,6,0.11764705882352941,0.05800653594771242,10,0.7238970588235295,0.9,0.1891033570987582,0.13580612083261068,0.0056592595528217856,0.1479931473930471,0.0,0.1035757640152971,-0.04441738337774999,0.2325581395348837,0.245172239569862,0.15096179222007286,0.005649606689457884,0.17285644229697134,0.0,0.11319017437108776,-0.05966626792588357,5,33,6,1.0,5,5,3,3,9,10,0.09999999999999998
Q13/s01,13,1,Provide papers demonstrating that the self-correction of LLMs does not enhance their performance.,Studies on the limitations of self-correction in language models,positive,True,1,0.7777777777777778,0.2222222222222222,0,2.918071895837784,2,0.5,0.3880952380952381,10,0.3753571428571429,0.9,0.3848389845883342,0.2883794342246841,-0.008830044936861828,0.2292409092134244,0.31205700596896957,0.28056350935873486,0.051322600145310454,0.5217391304347826,0.2862313380362135,0.21671097792875474,-0.01077824401796939,0.15169066593999633,0.26781275512546326,0.2217070891856938,0.07001642324569746,5,22,9,1.0,1,5,3,3,9,10,0.09999999999999998
Q13/s02,13,2,Provide papers demonstrating that the self-correction of LLMs does not enhance their performance.,Impact of self-correction on language model performance,negative,False,0,0.7,0.3,0,3.2146714106202126,3,0.35714285714285715,0.29211309523809526,10,0.5039434523809524,1.0,0.3775251686502053,0.2166800947979804,-0.026755442499337187,0.18742083749538413,0.37684773826142337,0.36130205152457845,0.17388121402919432,0.5217391304347826,0.3050536001440627,0.1687655982479318,-0.021670209224275868,0.13718591621422868,0.28269367967229186,0.2847147449317612,0.1475288287175325,5,22,6,1.0,3,5,3,3,10,10,0.0
Q13/s03,13,3,Provide papers demonstrating that the self-correction of LLMs does not enhance their performance.,Survey papers on self-correction not enhancing LLM performance,negative,False,0,0.7777777777777778,0.2222222222222222,0,3.1234428361058235,2,0.5,0.38186813186813184,10,0.37815934065934065,0.9,0.3264505308052013,0.21602120918835593,-0.02103543753599256,0.14869488570309647,0.3120017966815318,0.3065191676831606,0.15782428198006415,0.5217391304347826,0.32025320548346053,0.19920374860872497,-0.023271917416487188,0.11195046868742883,0.2968758240359763,0.29498059488163336,0.18303012619420453,5,22,2,1.0,2,5,3,3,9,10,0.09999999999999998
Q13/s04,13,4,Provide papers demonstrating that the self-correction of LLMs does not enhance their performance.,Academic papers on the ineffectiveness of self-correction in LLMs,negative,False,0,0.6666666666666666,0.3333333333333333,0,2.43129350990057,3,0.2857142857142857,0.2611607142857143,10,0.4824776785714286,0.9,0.33485506919769803,0.23575253706151414,-0.01545101424288973,0.1884787068550844,0.28996765482905734,0.28114261493469356,0.09266390807960917,0.5217391304347826,0.32025320548346053,0.20678068538047892,-0.015708586145776297,0.1519610691400197,0.32025320548346053,0.2554936039217704,0.1035325347817507,5,22,4,1.0,2,5,3,3,9,10,0.09999999999999998
Q13/s05,13,5,Provide papers demonstrating that the self-correction of LLMs does not enhance their performance.,Research on self-correction mechanisms in LLMs and their impact on performance,positive,True,1,0.8888888888888888,0.1111111111111111,0,4.632065821439028,1,0.5,0.38186813186813184,10,0.3281593406593407,0.9,0.4617693864092382,0.23680572755152485,-0.031097805890549328,0.10903043278265559,0.4617693864092382,0.3518036103014903,0.24277317751883473,0.5217391304347826,0.5157237633868038,0.244488046457152,-0.027571838497462402,0.15675747935985024,0.5157237633868038,0.35471272334493387,0.19795524398508363,5,22,1,1.0,1,5,3,3,9,10,0.09999999999999998
Q14/s01,14,1,Find papers that use LLMs or LLM-based agents to automatically write surveys or summaries for multiple scholarly documents.,Use of LLMs in automatic survey writing,negative,False,0,0.0,1.0,0,2.3244506157934666,10,0.0,0.0,10,1.0,1.0,0.4523139602172885,0.12417308688742576,0.012886418719918712,0.12166159960581706,0.02684557100837293,0.04058483888330526,-0.0810767607225118,0.08108108108108103,0.2674397537819828,0.05290667887182607,-0.014191620670703432,0.018730579055916706,0.2674397537819828,0.10760986266156654,0.08887928360564984,5,34,10,1.0,5,5,3,3,10,10,0.0
Q14/s02,14,2,Find papers that use LLMs or LLM-based agents to automatically write surveys or summaries for multiple scholarly documents.,Survey papers on the use of LLMs in scholarly document summarization,negative,False,0,0.25,0.75,0,5.726243529468775,3,0.08333333333333333,0.020833333333333332,7,0.3458333333333333,0.4,0.2952780619834542,0.20512513902914234,0.005190514515125687,,0.2632046113498246,0.19226158453169861,,0.08108108108108103,0.16445457054198354,0.06333937400737222,0.009859014498548323,,0.06572559368156412,0.04921477691621677,,5,34,4,1.0,2,2,0,3,4,7,0.4285714285714286
Q14/s03,14,3,Find papers that use LLMs or LLM-based agents to automatically write surveys or summaries for multiple scholarly documents.,Papers on LLM-based agents for writing summaries of scholarly articles,negative,False,0,0.3333333333333333,0.6666666666666666,0,2.307120267301798,6,0.125,0.05208333333333333,10,0.7265625,0.9,0.1876502038827506,0.0886571959746622,0.014161541388677416,0.1531038772902629,0.0,0.05866851957149823,-0.09443535771876466,0.08108108108108103,0.21819984236909262,0.10374138103358806,0.0026825365165021875,0.13714305724476183,0.09359016140232132,0.1299497185503488,-0.007193338694413048,5,34,8,1.0,3,5,3,3,9,10,0.09999999999999998
Q14/s04,14,4,Find papers that use LLMs or LLM-based agents to automatically write surveys or summaries for multiple scholarly documents.,Research on using language models for automatic synthesis of literature reviews,negative,False,0,0.0,1.0,0,4.824221536517143,5,0.0,0.0,7,0.5,0.5,0.33497270603508567,0.23862590102573922,0.025506559519919005,,0.03006808597851869,0.19033654884520929,,0.08108108108108103,0.09799151249986875,0.04399646131129296,0.006174478855031445,,0.02360023616435223,0.03520879085972431,,5,34,5,1.0,2,2,0,3,5,7,0.2857142857142857
Q14/s05,14,5,Find papers that use LLMs or LLM-based agents to automatically write surveys or summaries for multiple scholarly documents.,Articles on the application of LLM-based agents in multi-document summary,positive,True,1,0.2222222222222222,0.7777777777777778,0,2.6011956818401814,7,0.125,0.03125,10,0.7859375,0.9,0.2287133526021361,0.15888031668585514,-0.005985847896079333,0.13374920275252813,0.20751125677600335,0.18179021593608075,0.04804101318355261,0.08108108108108103,0.20277017866170444,0.11236154749469965,-0.008757369705364774,0.09026883074878006,0.10061670675852294,0.14578192846389948,0.05551309771511942,5,34,7,1.0,5,5,3,3,9,10,0.09999999999999998
Q15/s01,15,1,Provide papers claiming that reinforcement learning can negatively impact the performance of supervised fine-tuned LLMs.,Survey papers on negative impacts of reinforcement learning on supervised fine-tuned LLMs,negative,False,0,0.4,0.6,0,4.106519594788551,6,0.1875,0.18198529411764708,10,0.7090073529411764,1.0,0.41269601532385014,0.10315988088563172,-0.0033358215779836034,0.09280334897021117,0.06673425824141331,0.16795255804956646,0.0751492090793553,0.39583333333333337,0.18900164295721258,0.06598375049383363,0.007304242733912769,0.08789197757933068,0.06799022829353395,0.04737931878124715,-0.04051265879808353,5,29,10,1.0,3,5,3,3,10,10,0.0
Q15/s02,15,2,Provide papers claiming that reinforcement learning can negatively impact the performance of supervised fine-tuned LLMs.,Implications of Reinforcement Learning on Supervised Fine-Tuning in Language Models,negative,False,0,0.8,0.2,0,3.5832014605402946,2,0.5833333333333334,0.2809436274509804,10,0.45952818627450975,1.0,0.42694231590483356,0.24662625947170985,-0.008349159695325056,0.2248367428175578,0.42694231590483356,0.30578680274942704,0.08095005993186924,0.39583333333333337,0.2703515810337578,0.1689208286973198,-0.0038083282439004746,0.1411631016145519,0.2703515810337578,0.1910521719879664,0.0498890703734145,5,29,7,1.0,0,5,3,3,10,10,0.0
Q15/s03,15,3,Provide papers claiming that reinforcement learning can negatively impact the performance of supervised fine-tuned LLMs.,Effects of reinforcement learning on fine-tuned language models,negative,False,0,0.5555555555555556,0.4444444444444444,0,2.4517566673457623,4,0.26666666666666666,0.21041666666666667,10,0.5553125,0.9,0.4772283602904916,0.18686991394172148,0.012295568372497652,0.2316060078249873,0.13464467054545087,0.14141652181048148,-0.09018948601450583,0.39583333333333337,0.22774175171121147,0.10736297173064585,0.007728002773717139,0.11700650355561486,0.0,0.05431616995258446,-0.06269033360303039,5,29,5,1.0,2,5,3,3,9,10,0.09999999999999998
Q15/s04,15,4,Provide papers claiming that reinforcement learning can negatively impact the performance of supervised fine-tuned LLMs.,Downsides of reinforcement learning in supervised fine-tuned LLMs,negative,False,0,0.7777777777777778,0.2222222222222222,0,3.199723184108734,2,0.5833333333333334,0.2721200980392157,10,0.4275459558823529,0.9,0.2850114378534793,0.1498906719604663,-0.0012935902613953223,0.1948766015023852,0.24820584388796813,0.19110492206911786,-0.0037716794332673387,0.39583333333333337,0.29167611847254316,0.11945432193422678,-0.007087002590421352,0.12480939539820145,0.22264298761816098,0.17142292111868673,0.046613525720485285,5,29,2,1.0,1,5,3,3,9,10,0.09999999999999998
Q15/s05,15,5,Provide papers claiming that reinforcement learning can negatively impact the performance of supervised fine-tuned LLMs.,Impact of reinforcement learning on performance of fine-tuned LLMs,negative,False,0,0.5,0.5,0,4.339176271110773,5,0.26666666666666666,0.1843137254901961,10,0.657843137254902,1.0,0.34958694341324414,0.1385389865959289,-0.025283044496816728,0.06204530419746875,0.34958694341324414,0.2568830199062729,0.19483771570880412,0.39583333333333337,0.255859720872996,0.10139551006789461,-0.018504445974483127,0.04541043226170746,0.255859720872996,0.18801050499342312,0.14260007273171565,5,29,5,1.0,2,5,3,3,10,10,0.0
Q16/s01,16,1,Find papers on trigger-free document-level event extraction methods that do not use human-annotated triggers.,Document-level event extraction without triggers research papers,positive,True,2,0.8,0.2,0,3.1423109471797943,2,0.7272727272727273,0.3734848484848485,10,0.4132575757575757,1.0,0.4710527809296557,0.34944025323482697,0.005959870017675713,0.34119149188477177,0.31895944066794574,0.28738296969943006,-0.05380852218534171,0.5,0.3503089832239755,0.2680345330212283,0.006385307889142144,0.26435815972090126,0.23720135380489726,0.21371880177123467,-0.05063935794966659,5,24,10,1.0,2,5,3,3,10,10,0.0
Q16/s02,16,2,Find papers on trigger-free document-level event extraction methods that do not use human-annotated triggers.,Papers on event extraction methods without triggers,negative,False,0,0.6,0.4,0,2.9535480849444866,4,0.35714285714285715,0.30178571428571427,10,0.5491071428571428,1.0,0.42515606751416063,0.2799504744073762,0.007185118995285373,0.3393545350581218,0.35198636925094995,0.27239123742557064,-0.06696329763255116,0.5,0.29513022900357305,0.2036595272416045,0.0026113764800279786,0.22308800378342694,0.18304843377185354,0.19243911482257264,-0.030648888960854298,5,24,6,1.0,3,5,3,3,10,10,0.0
Q16/s03,16,3,Find papers on trigger-free document-level event extraction methods that do not use human-annotated triggers.,Survey papers on trigger-free document-level event extraction,positive,True,1,0.5555555555555556,0.4444444444444444,0,2.3970023430883884,4,0.38461538461538464,0.29615384615384616,10,0.5167307692307692,0.9,0.45155298909936625,0.259928910108568,-0.01711267912106931,0.22243862614847976,0.2666191480163574,0.36564734303653,0.14320871688805026,0.5,0.3345933689820065,0.1896551143375567,-0.013216205978899536,0.16482337867631963,0.1975604217521289,0.2709386922893114,0.10611531361299176,5,24,4,1.0,4,5,3,3,9,10,0.09999999999999998
Q16/s04,16,4,Find papers on trigger-free document-level event extraction methods that do not use human-annotated triggers.,Research articles on document-level event extraction without triggers,positive,True,1,1.0,0.0,0,2.65973774343729,0,0.7272727272727273,0.45654345654345657,10,0.24455544455544456,0.9,0.37022082613797985,0.26270487188263936,-0.012037623984069186,0.24121966103028733,0.3262557276145866,0.3349339874408164,0.0937143264105291,0.5,0.32449217568126887,0.22191577965121256,-0.015175258683767394,0.18890497930629827,0.32449217568126887,0.2986099203003143,0.10970494099401604,5,24,0,1.0,0,5,3,3,9,10,0.09999999999999998
Q16/s05,16,5,Find papers on trigger-free document-level event extraction methods that do not use human-annotated triggers.,Studies on event extraction techniques without human-annotated triggers,negative,False,0,0.6,0.4,0,2.4253581687808037,4,0.35714285714285715,0.30178571428571427,10,0.5491071428571428,1.0,0.26620403379085233,0.2137705810980734,-0.0014818497782440212,0.2030966197045622,0.199641569572877,0.22192658477046592,0.01882996506590373,0.5,0.32449217568126887,0.21290853745326138,-0.012921158064216004,0.16210496289675097,0.2889959229278858,0.250192521427724,0.08808755853097305,5,24,4,1.0,3,5,3,3,10,10,0.0
Q17/s01,17,1,"Provide papers explaining why the in-context learning performance of LLMs cannot surpass that of supervised fine-tuned small language models in information extraction tasks, such as NER, RE, and EE.",Performance comparison of in-context learning and supervised fine-tuning in language models for information extraction,negative,False,0,0.8,0.2,0,2.8558347038924694,2,0.42857142857142855,0.2442956349206349,10,0.47785218253968254,1.0,0.3964121717771756,0.16514034415410836,-0.028226923583296946,0.04768323988323793,0.3964121717771756,0.2301283494843176,0.18244510960107968,0.3877551020408163,0.18505358033361635,0.07558584517433901,-0.01017337291076313,0.030565227395053275,0.18505358033361635,0.10650498424437974,0.07593975684932647,5,30,10,1.0,1,5,3,3,10,10,0.0
Q17/s02,17,2,"Provide papers explaining why the in-context learning performance of LLMs cannot surpass that of supervised fine-tuned small language models in information extraction tasks, such as NER, RE, and EE.",Limitations of in-context learning in language models for information extraction,negative,False,0,0.4,0.6,0,4.396409764885902,6,0.1875,0.1465482026143791,10,0.7267258986928105,1.0,0.35983243877801796,0.1836271722874792,0.0029422019351653503,0.1443074648487606,0.07982463490205198,0.1374061230662132,-0.006901341782547421,0.3877551020408163,0.16766666502700744,0.11487309368369543,-0.002211779372312158,0.09746954212214819,0.13330686356202398,0.11489062841223252,0.017421086290084334,5,30,8,1.0,3,5,3,3,10,10,0.0
Q17/s03,17,3,"Provide papers explaining why the in-context learning performance of LLMs cannot surpass that of supervised fine-tuned small language models in information extraction tasks, such as NER, RE, and EE.",In-context learning vs supervised fine-tuning in LLMs for information extraction,negative,False,0,0.8,0.2,0,2.9457913637161255,2,0.42857142857142855,0.2422531512605042,10,0.4788734243697479,1.0,0.35824039849093875,0.21175092267080697,0.006954173426898997,0.26411780928676143,0.1425173799162633,0.1947355004482705,-0.06938230883849092,0.3877551020408163,0.2216565789393624,0.11382000400176363,0.009139833184031682,0.1762448827036149,0.04406919849075425,0.10134301435812267,-0.07490186834549224,5,30,3,1.0,1,5,3,3,10,10,0.0
Q17/s04,17,4,"Provide papers explaining why the in-context learning performance of LLMs cannot surpass that of supervised fine-tuned small language models in information extraction tasks, such as NER, RE, and EE.",Why supervised fine-tuned small language models outperform in-context learning in NER,negative,False,0,0.5555555555555556,0.4444444444444444,0,2.7133391350507736,4,0.1875,0.1875,10,0.565625,0.9,0.33666518478723895,0.14362726551028762,-0.008785596205500332,0.10702350604982662,0.33666518478723895,0.1776605907996573,0.07063708474983067,0.3877551020408163,0.24427233609787147,0.1325537289220311,-0.008119632033131853,0.11133567043040035,0.19431328584655871,0.15673100398445772,0.045395333554057365,5,30,5,1.0,2,5,3,3,9,10,0.09999999999999998
Q17/s05,17,5,"Provide papers explaining why the in-context learning performance of LLMs cannot surpass that of supervised fine-tuned small language models in information extraction tasks, such as NER, RE, and EE.",Impact of parameter size on the performance of in-context learning versus supervised fine-tuning in large language models,negative,False,0,0.6,0.4,0,2.6302115097641945,4,0.25,0.1812704248366013,10,0.6093647875816994,1.0,0.30695667539175037,0.17143391295945914,-0.0036734368646843393,0.1718447552442467,0.2080534679698698,0.19575348515384014,0.023908729909593446,0.3877551020408163,0.16008501075353707,0.07331825837557698,-0.004185820006114282,0.054899697393388486,0.0,0.08506257120624548,0.030162873812856997,5,30,4,1.0,2,5,3,3,10,10,0.0
Q18/s01,18,1,Can LLMs detect LLM-generated text in a zero-shot manner? Do they perform better than supervised fine-tuned small classification models? Provide related papers.,Performance comparison of LLMs and supervised fine-tuned models in zero-shot detection,negative,False,0,0.4,0.6,0,3.531467866152525,6,0.25,0.08333333333333333,10,0.7583333333333333,1.0,0.3856054338113851,0.24641331572964667,-0.010794704231984583,0.262666642588114,0.3856054338113851,0.34210251109671697,0.07943586850860296,0.17500000000000004,0.39890530765474264,0.18910372453963376,-0.014996788765588525,0.15078873832287185,0.39890530765474264,0.2577831046806568,0.10699436635778495,4,33,10,1.0,3,5,3,3,10,10,0.0
